,defteam,play_type,air_yards,yards_after_catch,interception,complete_pass,yards_allowed,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name
19142,WAS,pass,0,,0,0,0,00-0037012,T.Lance,00-0038041,J.Ferguson
19143,WAS,pass,19,13,0,1,32,00-0037012,T.Lance,00-0037666,J.Tolbert
19144,WAS,pass,8,2,0,1,10,00-0037012,T.Lance,00-0039410,R.Flournoy
19145,DAL,pass,,,0,0,0,00-0032268,M.Mariota,,
19146,DAL,pass,-1,10,0,1,9,00-0032268,M.Mariota,00-0035659,T.McLaurin
19147,DAL,pass,,,0,0,0,00-0032268,M.Mariota,,
19148,DAL,pass,23,,0,0,0,00-0032268,M.Mariota,00-0035659,T.McLaurin
19149,DAL,pass,5,1,0,1,6,00-0032268,M.Mariota,00-0035659,T.McLaurin
19150,DAL,pass,6,0,0,1,6,00-0032268,M.Mariota,00-0035659,T.McLaurin
19151,DAL,pass,13,0,0,1,13,00-0032268,M.Mariota,00-0035659,T.McLaurin
19152,DAL,pass,11,0,0,1,11,00-0032268,M.Mariota,00-0030061,Z.Ertz
19153,DAL,pass,5,0,0,1,5,00-0032268,M.Mariota,00-0035659,T.McLaurin
19154,BUF,pass,18,1,0,1,19,00-0039732,B.Nix,00-0034348,C.Sutton
19155,BUF,pass,43,0,0,1,43,00-0039732,B.Nix,00-0039868,T.Franklin
19156,DEN,pass,15,0,0,1,15,00-0034857,J.Allen,00-0037261,K.Shakir
19157,DEN,pass,-5,11,0,1,6,00-0034857,J.Allen,00-0037261,K.Shakir
19158,DEN,pass,4,1,0,1,5,00-0034857,J.Allen,00-0038933,D.Kincaid
19159,DEN,pass,8,,0,0,0,00-0034857,J.Allen,00-0035689,D.Knox
19160,DEN,pass,8,,0,0,0,00-0034857,J.Allen,00-0031544,A.Cooper
19161,BUF,pass,2,0,0,1,2,00-0039732,B.Nix,00-0036422,A.Trautman
19162,BUF,pass,,,0,0,0,00-0039732,B.Nix,,
19163,DEN,pass,4,3,0,1,7,00-0034857,J.Allen,00-0038933,D.Kincaid
19164,DEN,pass,-3,,0,0,0,00-0034857,J.Allen,,
19165,DEN,pass,4,1,0,1,5,00-0034857,J.Allen,00-0039901,K.Coleman
19166,DEN,pass,4,3,0,1,7,00-0034857,J.Allen,00-0033282,C.Samuel
19167,BUF,pass,16,,0,0,0,00-0039732,B.Nix,00-0034348,C.Sutton
19168,BUF,pass,24,,0,0,0,00-0039732,B.Nix,00-0034348,C.Sutton
19169,BUF,pass,15,0,0,1,15,00-0032943,R.Dixon,00-0038976,M.Mims
19170,BUF,pass,-6,3,0,1,-3,00-0039732,B.Nix,00-0038976,M.Mims
19171,BUF,pass,29,,0,0,0,00-0039732,B.Nix,00-0034348,C.Sutton
19172,DEN,pass,-3,9,0,1,6,00-0034857,J.Allen,00-0033282,C.Samuel
19173,DEN,pass,5,0,0,1,5,00-0034857,J.Allen,00-0031544,A.Cooper
19174,DEN,pass,,,0,0,0,00-0034857,J.Allen,,
19175,DEN,pass,6,7,0,1,13,00-0034857,J.Allen,00-0037261,K.Shakir
19176,BUF,pass,2,5,0,1,7,00-0039732,B.Nix,00-0036997,J.Williams
19177,BUF,pass,2,0,0,1,2,00-0039732,B.Nix,00-0037539,L.Krull
19178,BUF,pass,11,0,0,1,11,00-0039732,B.Nix,00-0034348,C.Sutton
19179,BUF,pass,13,,0,0,0,00-0039732,B.Nix,00-0038976,M.Mims
19180,BUF,pass,17,4,0,1,21,00-0039732,B.Nix,00-0034348,C.Sutton
19181,DEN,pass,25,0,0,1,25,00-0034857,J.Allen,00-0035689,D.Knox
19182,DEN,pass,,,0,0,0,00-0034857,J.Allen,,
19183,BUF,pass,6,,0,0,0,00-0039732,B.Nix,00-0039868,T.Franklin
19184,DEN,pass,4,9,0,1,13,00-0034857,J.Allen,00-0037261,K.Shakir
19185,DEN,pass,10,3,0,1,13,00-0034857,J.Allen,00-0035689,D.Knox
19186,DEN,pass,30,,0,0,0,00-0034857,J.Allen,00-0039901,K.Coleman
19187,DEN,pass,-4,11,0,1,7,00-0034857,J.Allen,00-0037261,K.Shakir
19188,DEN,pass,24,0,0,1,24,00-0034857,J.Allen,00-0035537,Ty.Johnson
19189,DEN,pass,,,0,0,0,00-0034857,J.Allen,00-0039901,K.Coleman
19190,BUF,pass,16,,0,0,0,00-0039732,B.Nix,00-0038976,M.Mims
19191,DEN,pass,-2,5,0,1,3,00-0034857,J.Allen,00-0031544,A.Cooper
19192,DEN,pass,23,32,0,1,55,00-0034857,J.Allen,00-0033282,C.Samuel
19193,BUF,pass,13,0,0,1,13,00-0039732,B.Nix,00-0034348,C.Sutton
19194,BUF,pass,11,0,0,1,11,00-0039732,B.Nix,00-0039868,T.Franklin
19195,BUF,pass,14,,0,0,0,00-0039732,B.Nix,00-0039424,D.Vele
19196,BUF,pass,4,7,0,1,11,00-0039732,B.Nix,00-0034348,C.Sutton
19197,BUF,pass,-2,2,0,1,0,00-0039732,B.Nix,00-0038794,J.McLaughlin
19198,DEN,pass,1,1,0,1,2,00-0034857,J.Allen,00-0035537,Ty.Johnson
19199,DEN,pass,-4,11,0,1,7,00-0034857,J.Allen,00-0037261,K.Shakir
19200,DEN,pass,33,2,0,1,35,00-0034857,J.Allen,00-0038933,D.Kincaid
19201,DEN,pass,16,,0,0,0,00-0034857,J.Allen,00-0039901,K.Coleman
19202,DEN,pass,14,5,0,1,19,00-0034857,J.Allen,00-0033555,M.Hollins
19203,DEN,pass,23,,0,0,0,00-0034857,J.Allen,00-0033555,M.Hollins
19204,BUF,pass,-1,8,0,1,7,00-0039732,B.Nix,00-0036997,J.Williams
19205,BUF,pass,3,,0,0,0,00-0039732,B.Nix,00-0039424,D.Vele
19206,BUF,pass,,,0,0,0,00-0039732,B.Nix,,
19207,BUF,pass,25,,0,0,0,00-0039732,B.Nix,00-0034348,C.Sutton
19208,GB,pass,11,0,0,1,11,00-0036389,J.Hurts,00-0037741,J.Dotson
19209,PHI,pass,20,,0,0,0,00-0036264,J.Love,00-0038393,D.Wicks
19210,PHI,pass,37,,0,0,0,00-0036264,J.Love,00-0038393,D.Wicks
19211,GB,pass,10,0,0,1,10,00-0036389,J.Hurts,00-0035676,A.Brown
19212,GB,pass,4,0,0,1,4,00-0036389,J.Hurts,00-0037086,G.Calcaterra
19213,GB,pass,-4,4,0,1,0,00-0036389,J.Hurts,00-0034844,S.Barkley
19214,PHI,pass,6,0,0,1,6,00-0036264,J.Love,00-0037816,R.Doubs
19215,PHI,pass,5,5,0,1,10,00-0036264,J.Love,00-0038996,T.Kraft
19216,PHI,pass,,,0,0,0,00-0036264,J.Love,,
19217,GB,pass,0,4,0,1,4,00-0036389,J.Hurts,00-0034351,D.Goedert
19218,GB,pass,10,0,0,1,10,00-0036389,J.Hurts,00-0036912,D.Smith
19219,GB,pass,3,,0,0,0,00-0036389,J.Hurts,00-0037741,J.Dotson
19220,GB,pass,13,,0,0,0,00-0036389,J.Hurts,,
19221,GB,pass,-7,,0,0,0,00-0036389,J.Hurts,,
19222,PHI,pass,45,,1,0,0,00-0036264,J.Love,00-0038393,D.Wicks
19223,GB,pass,8,,0,0,0,00-0036389,J.Hurts,00-0034351,D.Goedert
19224,PHI,pass,6,3,0,1,9,00-0036264,J.Love,00-0039146,J.Reed
19225,PHI,pass,4,0,0,1,4,00-0036264,J.Love,00-0039146,J.Reed
19226,PHI,pass,-3,0,0,1,-3,00-0036264,J.Love,00-0038996,T.Kraft
19227,PHI,pass,15,,0,0,0,00-0036264,J.Love,00-0038797,Em.Wilson
19228,GB,pass,,,0,0,0,00-0036389,J.Hurts,,
19229,GB,pass,10,,0,0,0,00-0036389,J.Hurts,,
19230,PHI,pass,6,14,0,1,20,00-0036264,J.Love,00-0039146,J.Reed
19231,PHI,pass,-3,15,0,1,12,00-0036264,J.Love,00-0038996,T.Kraft
19232,PHI,pass,-5,10,0,1,5,00-0036264,J.Love,00-0038685,C.Brooks
19233,PHI,pass,5,2,0,1,7,00-0036264,J.Love,00-0037816,R.Doubs
19234,PHI,pass,-2,,0,0,0,00-0036264,J.Love,00-0038685,C.Brooks
19235,PHI,pass,9,,1,0,0,00-0036264,J.Love,00-0038465,M.Heath
19236,GB,pass,9,,0,0,0,00-0036389,J.Hurts,00-0034351,D.Goedert
19237,GB,pass,9,,0,0,0,00-0036389,J.Hurts,00-0035676,A.Brown
19238,GB,pass,,,0,0,0,00-0036389,J.Hurts,,
19239,PHI,pass,1,10,0,1,11,00-0036264,J.Love,00-0035700,J.Jacobs
19240,PHI,pass,3,1,0,1,4,00-0036264,J.Love,00-0038996,T.Kraft
19241,PHI,pass,29,0,0,1,29,00-0036264,J.Love,00-0038393,D.Wicks
19242,PHI,pass,3,,0,0,0,00-0036264,J.Love,00-0038465,M.Heath
19243,PHI,pass,8,,0,0,0,00-0036264,J.Love,00-0038465,M.Heath
19244,PHI,pass,8,,0,0,0,00-0036264,J.Love,00-0037091,B.Melton
19245,GB,pass,16,12,0,1,28,00-0036389,J.Hurts,00-0036912,D.Smith
19246,GB,pass,2,7,0,1,9,00-0036389,J.Hurts,00-0036912,D.Smith
19247,GB,pass,-1,25,0,1,24,00-0036389,J.Hurts,00-0034351,D.Goedert
19248,PHI,pass,3,12,0,1,15,00-0036264,J.Love,00-0035700,J.Jacobs
19249,PHI,pass,10,3,0,1,13,00-0036264,J.Love,00-0039146,J.Reed
19250,PHI,pass,-1,,0,0,0,00-0036264,J.Love,00-0038797,Em.Wilson
19251,PHI,pass,8,2,0,1,10,00-0036264,J.Love,00-0038393,D.Wicks
19252,PHI,pass,5,,0,0,0,00-0036264,J.Love,00-0038393,D.Wicks
19253,GB,pass,4,6,0,1,10,00-0036389,J.Hurts,00-0034351,D.Goedert
19254,GB,pass,31,,0,0,0,00-0036389,J.Hurts,00-0035676,A.Brown
19255,GB,pass,-5,9,0,1,4,00-0036389,J.Hurts,00-0034844,S.Barkley
19256,GB,pass,8,0,0,1,8,00-0036389,J.Hurts,00-0036912,D.Smith
19257,GB,pass,5,4,0,1,9,00-0036389,J.Hurts,00-0034351,D.Goedert
19258,PHI,pass,2,12,0,1,14,00-0036264,J.Love,00-0035700,J.Jacobs
19259,PHI,pass,3,0,0,1,3,00-0036264,J.Love,00-0038996,T.Kraft
19260,PHI,pass,5,,0,0,0,00-0036264,J.Love,00-0038465,M.Heath
19261,PHI,pass,,,0,0,0,00-0036264,J.Love,,
19262,PHI,pass,-4,8,0,1,4,00-0036264,J.Love,00-0038685,C.Brooks
19263,PHI,pass,-7,30,0,1,23,00-0036264,J.Love,00-0038797,Em.Wilson
19264,PHI,pass,16,0,0,1,16,00-0036264,J.Love,00-0037091,B.Melton
19265,PHI,pass,40,,1,0,0,00-0036264,J.Love,00-0037091,B.Melton
19266,HOU,pass,9,1,0,1,10,00-0036355,J.Herbert,00-0039915,L.McConkey
19267,HOU,pass,4,3,0,1,7,00-0036355,J.Herbert,00-0034159,W.Dissly
19268,HOU,pass,13,2,0,1,15,00-0036355,J.Herbert,00-0037654,T.Fisk
19269,HOU,pass,19,,0,0,0,00-0036355,J.Herbert,00-0039915,L.McConkey
19270,HOU,pass,-2,11,0,1,9,00-0036355,J.Herbert,00-0034159,W.Dissly
19271,LAC,pass,6,1,0,1,7,00-0039163,C.Stroud,00-0037614,J.Metchie
19272,HOU,pass,,,0,0,0,00-0036355,J.Herbert,,
19273,HOU,pass,17,,0,0,0,00-0036355,J.Herbert,00-0034159,W.Dissly
19274,HOU,pass,4,6,0,1,10,00-0036355,J.Herbert,00-0034777,D.Chark
19275,LAC,pass,13,,0,0,0,00-0039163,C.Stroud,00-0037614,J.Metchie
19276,HOU,pass,3,,0,0,0,00-0036355,J.Herbert,00-0037617,H.Haskins
19277,HOU,pass,8,,0,0,0,00-0036355,J.Herbert,00-0034777,D.Chark
19278,LAC,pass,6,8,0,1,14,00-0039163,C.Stroud,00-0034383,D.Schultz
19279,LAC,pass,12,1,0,1,13,00-0039163,C.Stroud,00-0030431,R.Woods
19280,LAC,pass,3,,0,0,0,00-0039163,C.Stroud,00-0037614,J.Metchie
19281,LAC,pass,,,0,0,0,00-0039163,C.Stroud,,
19282,LAC,pass,6,3,0,1,9,00-0039163,C.Stroud,00-0034383,D.Schultz
19283,HOU,pass,12,0,0,1,12,00-0036355,J.Herbert,00-0039915,L.McConkey
19284,HOU,pass,13,2,0,1,15,00-0036355,J.Herbert,00-0039915,L.McConkey
19285,HOU,pass,-3,,0,0,0,00-0036355,J.Herbert,00-0039915,L.McConkey
19286,HOU,pass,1,,0,0,0,00-0036355,J.Herbert,00-0038544,Q.Johnston
19287,LAC,pass,54,,0,0,0,00-0039163,C.Stroud,00-0036554,N.Collins
19288,LAC,pass,25,,1,0,0,00-0039163,C.Stroud,00-0037614,J.Metchie
19289,HOU,pass,30,,1,0,0,00-0036355,J.Herbert,00-0038544,Q.Johnston
19290,LAC,pass,5,8,0,1,13,00-0039163,C.Stroud,00-0036554,N.Collins
19291,LAC,pass,8,,0,0,0,00-0039163,C.Stroud,00-0037614,J.Metchie
19292,LAC,pass,,,0,0,0,00-0039163,C.Stroud,,
19293,LAC,pass,10,0,0,1,10,00-0039163,C.Stroud,00-0037614,J.Metchie
19294,HOU,pass,11,8,0,1,19,00-0036355,J.Herbert,00-0039915,L.McConkey
19295,HOU,pass,18,,0,0,0,00-0036355,J.Herbert,00-0039915,L.McConkey
19296,HOU,pass,0,,0,0,0,00-0036355,J.Herbert,00-0036158,J.Dobbins
19297,LAC,pass,7,,0,0,0,00-0039163,C.Stroud,,
19298,LAC,pass,5,0,0,1,5,00-0039163,C.Stroud,00-0036554,N.Collins
19299,LAC,pass,4,3,0,1,7,00-0039163,C.Stroud,00-0037614,J.Metchie
19300,LAC,pass,9,,0,0,0,00-0039163,C.Stroud,00-0030431,R.Woods
19301,LAC,pass,-1,6,0,1,5,00-0039163,C.Stroud,00-0039359,C.Stover
19302,LAC,pass,27,7,0,1,34,00-0039163,C.Stroud,00-0038618,X.Hutchinson
19303,LAC,pass,6,,0,0,0,00-0039163,C.Stroud,00-0034383,D.Schultz
19304,LAC,pass,23,14,0,1,37,00-0039163,C.Stroud,00-0036554,N.Collins
19305,LAC,pass,5,,0,0,0,00-0039163,C.Stroud,00-0030431,R.Woods
19306,LAC,pass,8,5,0,1,13,00-0039163,C.Stroud,00-0036554,N.Collins
19307,HOU,pass,18,,0,0,0,00-0036355,J.Herbert,00-0034777,D.Chark
19308,HOU,pass,48,,0,0,0,00-0036355,J.Herbert,00-0039915,L.McConkey
19309,HOU,pass,40,,0,0,0,00-0036355,J.Herbert,00-0038544,Q.Johnston
19310,LAC,pass,2,2,0,1,4,00-0039163,C.Stroud,00-0037614,J.Metchie
19311,LAC,pass,8,1,0,1,9,00-0039163,C.Stroud,00-0030431,R.Woods
19312,LAC,pass,15,26,0,1,41,00-0039163,C.Stroud,00-0036554,N.Collins
19313,HOU,pass,13,4,0,1,17,00-0036355,J.Herbert,00-0039915,L.McConkey
19314,HOU,pass,1,,0,0,0,00-0036355,J.Herbert,00-0038544,Q.Johnston
19315,LAC,pass,-1,8,0,1,7,00-0039163,C.Stroud,00-0036554,N.Collins
19316,LAC,pass,6,5,0,1,11,00-0039163,C.Stroud,00-0039359,C.Stover
19317,LAC,pass,6,1,0,1,7,00-0039163,C.Stroud,00-0039359,C.Stover
19318,LAC,pass,24,,0,0,0,00-0039163,C.Stroud,00-0034383,D.Schultz
19319,LAC,pass,3,10,0,1,13,00-0039163,C.Stroud,00-0033897,J.Mixon
19320,LAC,pass,8,4,0,1,12,00-0039163,C.Stroud,00-0035216,D.Johnson
19321,HOU,pass,-7,11,0,1,4,00-0036355,J.Herbert,00-0038573,D.Davis
19322,HOU,pass,,,0,0,0,00-0036355,J.Herbert,,
19323,LAC,pass,6,0,0,1,6,00-0039163,C.Stroud,00-0036554,N.Collins
19324,HOU,pass,10,,1,0,0,00-0036355,J.Herbert,00-0039915,L.McConkey
19325,HOU,pass,8,2,0,1,10,00-0036355,J.Herbert,00-0039915,L.McConkey
19326,HOU,pass,19,0,0,1,19,00-0036355,J.Herbert,00-0039915,L.McConkey
19327,HOU,pass,6,,1,0,0,00-0036355,J.Herbert,00-0034159,W.Dissly
19328,LAC,pass,,,0,0,0,00-0039163,C.Stroud,,
19329,LAC,pass,1,,0,0,0,00-0039163,C.Stroud,00-0033897,J.Mixon
19330,HOU,pass,,,0,0,0,00-0036355,J.Herbert,,
19331,HOU,pass,,,0,0,0,00-0036355,J.Herbert,,
19332,HOU,pass,24,62,0,1,86,00-0036355,J.Herbert,00-0039915,L.McConkey
19333,LAC,pass,-2,7,0,1,5,00-0039163,C.Stroud,00-0039359,C.Stover
19334,HOU,pass,9,0,0,1,9,00-0036355,J.Herbert,00-0039915,L.McConkey
19335,HOU,pass,14,,0,0,0,00-0036355,J.Herbert,00-0038544,Q.Johnston
19336,HOU,pass,6,,0,0,0,00-0036355,J.Herbert,00-0034159,W.Dissly
19337,HOU,pass,39,,1,0,0,00-0036355,J.Herbert,00-0034777,D.Chark
19338,MIN,pass,19,8,0,1,27,00-0026498,M.Stafford,00-0039075,P.Nacua
19339,MIN,pass,21,2,0,1,23,00-0026498,M.Stafford,00-0033110,T.Higbee
19340,MIN,pass,-5,4,0,1,-1,00-0026498,M.Stafford,00-0039075,P.Nacua
19341,MIN,pass,4,0,0,1,4,00-0026498,M.Stafford,00-0033110,T.Higbee
19342,MIN,pass,1,5,0,1,6,00-0026498,M.Stafford,00-0037840,K.Williams
19343,MIN,pass,5,0,0,1,5,00-0026498,M.Stafford,00-0037840,K.Williams
19344,LAR,pass,,,0,0,0,00-0034869,S.Darnold,,
19345,LAR,pass,8,3,0,1,11,00-0034869,S.Darnold,00-0036322,J.Jefferson
19346,MIN,pass,18,5,0,1,23,00-0026498,M.Stafford,00-0032775,D.Robinson
19347,MIN,pass,0,11,0,1,11,00-0026498,M.Stafford,00-0033110,T.Higbee
19348,MIN,pass,5,1,0,1,6,00-0026498,M.Stafford,00-0036244,C.Parkinson
19349,MIN,pass,-2,11,0,1,9,00-0026498,M.Stafford,00-0033110,T.Higbee
19350,MIN,pass,-2,,0,0,0,00-0026498,M.Stafford,00-0039075,P.Nacua
19351,MIN,pass,7,4,0,1,11,00-0026498,M.Stafford,00-0033110,T.Higbee
19352,LAR,pass,1,5,0,1,6,00-0034869,S.Darnold,00-0033293,A.Jones
19353,LAR,pass,7,0,0,1,7,00-0034869,S.Darnold,00-0038994,J.Addison
19354,LAR,pass,5,3,0,1,8,00-0034869,S.Darnold,00-0032918,C.Ham
19355,LAR,pass,22,0,0,1,22,00-0034869,S.Darnold,00-0036322,J.Jefferson
19356,LAR,pass,,,0,0,0,00-0034869,S.Darnold,,
19357,LAR,pass,6,1,0,1,7,00-0034869,S.Darnold,00-0035229,T.Hockenson
19358,LAR,pass,3,5,0,1,8,00-0034869,S.Darnold,00-0036322,J.Jefferson
19359,MIN,pass,-6,,0,0,0,00-0026498,M.Stafford,,
19360,MIN,pass,25,,0,0,0,00-0026498,M.Stafford,00-0032775,D.Robinson
19361,MIN,pass,9,,0,0,0,00-0026498,M.Stafford,00-0039075,P.Nacua
19362,LAR,pass,,,0,0,0,00-0034869,S.Darnold,,
19363,LAR,pass,19,,0,0,0,00-0034869,S.Darnold,00-0036322,J.Jefferson
19364,LAR,pass,-2,3,0,1,1,00-0034869,S.Darnold,00-0036322,J.Jefferson
19365,LAR,pass,5,,1,0,0,00-0034869,S.Darnold,00-0038994,J.Addison
19366,MIN,pass,4,,0,0,0,00-0026498,M.Stafford,00-0039075,P.Nacua
19367,MIN,pass,-4,9,0,1,5,00-0026498,M.Stafford,00-0037840,K.Williams
19368,LAR,pass,-1,2,0,1,1,00-0034869,S.Darnold,00-0034487,T.Sherfield
19369,LAR,pass,11,5,0,1,16,00-0034869,S.Darnold,00-0035229,T.Hockenson
19370,LAR,pass,-2,7,0,1,5,00-0034869,S.Darnold,00-0035249,J.Oliver
19371,LAR,pass,,,0,0,0,00-0034869,S.Darnold,,
19372,LAR,pass,,,0,0,0,00-0034869,S.Darnold,,
19373,LAR,pass,16,0,0,1,16,00-0034869,S.Darnold,00-0036322,J.Jefferson
19374,LAR,pass,-5,,0,0,0,00-0034869,S.Darnold,00-0033293,A.Jones
19375,LAR,pass,4,1,0,1,5,00-0034869,S.Darnold,00-0035229,T.Hockenson
19376,LAR,pass,,,0,0,0,00-0034869,S.Darnold,,
19377,MIN,pass,5,,0,0,0,00-0026498,M.Stafford,00-0039074,D.Allen
19378,MIN,pass,-2,14,0,1,12,00-0026498,M.Stafford,00-0039075,P.Nacua
19379,MIN,pass,5,8,0,1,13,00-0026498,M.Stafford,00-0039074,D.Allen
19380,LAR,pass,-7,,0,0,0,00-0034869,S.Darnold,00-0033293,A.Jones
19381,LAR,pass,15,0,0,1,15,00-0034869,S.Darnold,00-0038994,J.Addison
19382,LAR,pass,2,,0,0,0,00-0034869,S.Darnold,00-0033246,J.Mundt
19383,LAR,pass,13,,0,0,0,00-0034869,S.Darnold,00-0037291,J.Nailor
19384,MIN,pass,3,2,0,1,5,00-0026498,M.Stafford,00-0039075,P.Nacua
19385,MIN,pass,13,0,0,1,13,00-0026498,M.Stafford,00-0037004,H.Long
19386,MIN,pass,11,,0,0,0,00-0026498,M.Stafford,00-0039075,P.Nacua
19387,MIN,pass,29,0,0,1,29,00-0026498,M.Stafford,00-0033908,C.Kupp
19388,MIN,pass,,,0,0,0,00-0026498,M.Stafford,,
19389,LAR,pass,37,,0,0,0,00-0034869,S.Darnold,00-0036322,J.Jefferson
19390,LAR,pass,10,4,0,1,14,00-0034869,S.Darnold,00-0037291,J.Nailor
19391,LAR,pass,-6,,0,0,0,00-0034869,S.Darnold,00-0033293,A.Jones
19392,LAR,pass,10,2,0,1,12,00-0034869,S.Darnold,00-0037291,J.Nailor
19393,LAR,pass,5,21,0,1,26,00-0034869,S.Darnold,00-0035229,T.Hockenson
19394,LAR,pass,,,0,0,0,00-0034869,S.Darnold,00-0036322,J.Jefferson
19395,MIN,pass,1,6,0,1,7,00-0026498,M.Stafford,00-0036244,C.Parkinson
19396,MIN,pass,36,,0,0,0,00-0026498,M.Stafford,00-0037004,H.Long
19397,MIN,pass,,,0,0,0,00-0026498,M.Stafford,,
19398,MIN,pass,-1,2,0,1,1,00-0026498,M.Stafford,00-0039075,P.Nacua
19399,LAR,pass,7,0,0,1,7,00-0034869,S.Darnold,00-0038994,J.Addison
19400,LAR,pass,28,,0,0,0,00-0034869,S.Darnold,00-0038994,J.Addison
19401,LAR,pass,7,3,0,1,10,00-0034869,S.Darnold,00-0035229,T.Hockenson
19402,LAR,pass,34,,0,0,0,00-0034869,S.Darnold,00-0037291,J.Nailor
19403,LAR,pass,,,0,0,0,00-0034869,S.Darnold,,
19404,LAR,pass,30,,0,0,0,00-0034869,S.Darnold,00-0038994,J.Addison
19405,LAR,pass,-4,2,0,1,-2,00-0034869,S.Darnold,00-0033293,A.Jones
19406,LAR,pass,3,19,0,1,22,00-0034869,S.Darnold,00-0033246,J.Mundt
19407,LAR,pass,,,0,0,0,00-0034869,S.Darnold,,
19408,LAR,pass,5,2,0,1,7,00-0034869,S.Darnold,00-0037291,J.Nailor
19409,LAR,pass,13,,0,0,0,00-0034869,S.Darnold,00-0038994,J.Addison
19410,LAR,pass,46,,0,0,0,00-0034869,S.Darnold,00-0036322,J.Jefferson
19411,LAR,pass,7,0,0,1,7,00-0034869,S.Darnold,00-0034487,T.Sherfield
19412,LAR,pass,6,0,0,1,6,00-0034869,S.Darnold,00-0033246,J.Mundt
19413,LAR,pass,49,,0,0,0,00-0034869,S.Darnold,00-0038994,J.Addison
19414,LAR,pass,,,0,0,0,00-0034869,S.Darnold,,
19415,LAR,pass,-3,11,0,1,8,00-0034869,S.Darnold,00-0033293,A.Jones
19416,LAR,pass,16,,0,0,0,00-0034869,S.Darnold,00-0034487,T.Sherfield
19417,BAL,pass,4,,0,0,0,00-0029263,R.Wilson,00-0036894,P.Freiermuth
19418,BAL,pass,4,5,0,1,9,00-0029263,R.Wilson,00-0038558,D.Washington
19419,BAL,pass,5,,0,0,0,00-0029263,R.Wilson,00-0033536,M.Williams
19420,PIT,pass,4,5,0,1,9,00-0034796,L.Jackson,00-0037838,I.Likely
19421,PIT,pass,5,2,0,1,7,00-0034796,L.Jackson,00-0034753,M.Andrews
19422,PIT,pass,5,,0,0,0,00-0034796,L.Jackson,,
19423,PIT,pass,15,0,0,1,15,00-0034796,L.Jackson,00-0036550,R.Bateman
19424,BAL,pass,,,0,0,0,00-0029263,R.Wilson,,
19425,BAL,pass,-2,9,0,1,7,00-0029263,R.Wilson,00-0037228,J.Warren
19426,BAL,pass,5,0,0,1,5,00-0029263,R.Wilson,00-0036894,P.Freiermuth
19427,PIT,pass,5,0,0,1,5,00-0034796,L.Jackson,00-0034353,A.Miller
19428,PIT,pass,16,9,0,1,25,00-0034796,L.Jackson,00-0037838,I.Likely
19429,PIT,pass,-3,-1,0,1,-4,00-0034796,L.Jackson,00-0034975,J.Hill
19430,PIT,pass,-8,13,0,1,5,00-0034796,L.Jackson,00-0034975,J.Hill
19431,BAL,pass,1,0,0,1,1,00-0029263,R.Wilson,00-0036894,P.Freiermuth
19432,BAL,pass,5,3,0,1,8,00-0029263,R.Wilson,00-0037247,G.Pickens
19433,BAL,pass,-1,6,0,1,5,00-0029263,R.Wilson,00-0037228,J.Warren
19434,BAL,pass,5,,0,0,0,00-0036945,J.Fields,00-0038558,D.Washington
19435,BAL,pass,4,5,0,1,9,00-0029263,R.Wilson,00-0036894,P.Freiermuth
19436,PIT,pass,6,3,0,1,9,00-0034796,L.Jackson,00-0036550,R.Bateman
19437,PIT,pass,16,9,0,1,25,00-0034796,L.Jackson,00-0031549,N.Agholor
19438,PIT,pass,4,0,0,1,4,00-0034796,L.Jackson,00-0034353,A.Miller
19439,PIT,pass,4,16,0,1,20,00-0034796,L.Jackson,00-0034753,M.Andrews
19440,PIT,pass,9,10,0,1,19,00-0034796,L.Jackson,00-0037838,I.Likely
19441,PIT,pass,-1,6,0,1,5,00-0034796,L.Jackson,00-0034975,J.Hill
19442,BAL,pass,6,,0,0,0,00-0029263,R.Wilson,00-0038558,D.Washington
19443,BAL,pass,24,1,0,1,25,00-0029263,R.Wilson,00-0037837,C.Austin
19444,BAL,pass,-4,9,0,1,5,00-0029263,R.Wilson,00-0037228,J.Warren
19445,BAL,pass,,,0,0,0,00-0029263,R.Wilson,,
19446,BAL,pass,20,17,0,1,37,00-0029263,R.Wilson,00-0033536,M.Williams
19447,BAL,pass,5,,0,0,0,00-0029263,R.Wilson,,
19448,BAL,pass,7,,0,0,0,00-0029263,R.Wilson,,
19449,BAL,pass,30,0,0,1,30,00-0029263,R.Wilson,00-0036415,V.Jefferson
19450,PIT,pass,,,0,0,0,00-0034796,L.Jackson,,
19451,PIT,pass,11,10,0,1,21,00-0034796,L.Jackson,00-0036630,T.Wallace
19452,BAL,pass,-4,13,0,1,9,00-0029263,R.Wilson,00-0036893,N.Harris
19453,BAL,pass,-6,27,0,1,21,00-0029263,R.Wilson,00-0036893,N.Harris
19454,BAL,pass,24,12,0,1,36,00-0029263,R.Wilson,00-0037247,G.Pickens
19455,PIT,pass,13,,0,0,0,00-0034796,L.Jackson,00-0034753,M.Andrews
19456,PIT,pass,7,,0,0,0,00-0034796,L.Jackson,00-0037838,I.Likely
19457,BAL,pass,2,9,0,1,11,00-0029263,R.Wilson,00-0036893,N.Harris
19458,BAL,pass,9,,0,0,0,00-0029263,R.Wilson,,
19459,BAL,pass,6,5,0,1,11,00-0029263,R.Wilson,00-0037247,G.Pickens
19460,BAL,pass,-2,,0,0,0,00-0029263,R.Wilson,00-0037228,J.Warren
